date,name,symbol,text,time,title,tweet_id,user_id,user_name
06-10-2016,Banana,TWTR,$TWTR the first bid will be $22 then comes $25 closing 👍🏼🐂,19:45:48,Twitter,64199142.0,843962,teambanana
06-10-2016,luigi Rossi,TWTR,$TWTR Slow bleeding thru Friday,19:45:26,Twitter,64199088.0,830860,luigirossi223
06-10-2016,Christian,TWTR,$TWTR Last week bulls claiming $35-40 b/o. Today bulls pray for $25 b/o.,19:45:24,Twitter,64199086.0,62217,comexbackkid
06-10-2016,optionmaster,TWTR,"$TWTR let&#39;s talk on Dec 16, when the last of my TWTR call options expire. Holding all the way, baby..Yipikaye mofo!!",19:45:23,Twitter,64199079.0,250630,optionmaster_1
06-10-2016,david M,TWTR,$TWTR thank god my brokerage has afterhours trading so I can buy more or dump as the situation calls for,19:45:18,Twitter,64199069.0,800074,TayDrader
06-10-2016,Nikhil,TWTR,$TWTR $21.85 target tomorrow for a dead cat bounce.,19:44:19,Twitter,64198925.0,355212,budfox1206
06-10-2016,Keon Park,TWTR,$TWTR price pre acquisition = 17,19:44:06,Twitter,64198884.0,821790,BullishYellen
06-10-2016,Hans Tester,TWTR,$TWTR https://twitter.com/CGasparino/status/784114056806281216,19:43:57,Twitter,64198865.0,312703,htester
06-10-2016,Eraday,TWTR,$TWTR I do not why this B&gt;S company is not around 15 yet.,19:43:41,Twitter,64198836.0,420806,eraday
06-10-2016,CPOLNAVY,TWTR,$TWTR going to $15,19:43:28,Twitter,64198804.0,535546,cpolnavy
06-10-2016,Jon Mudry,TWTR,$TWTR bought 10/21 19 puts for protection against my calls.,19:43:16,Twitter,64198770.0,535453,jonmudry
06-10-2016,Bear Mcsheehy,TWTR,$TWTR SMARTEST STATEMENT I HAVE HEARD TODAY ! ;),19:43:14,Twitter,64198762.0,692071,BEARMCSHEEHY
06-10-2016,js,TWTR,$TWTR Very close sources to the matter agree this will go up or down or stay the same!,19:42:23,Twitter,64198650.0,666549,js4
06-10-2016,OptionWins,TWTR,$TWTR it looks like Warren Buffett fearful/greedy strategy doesn&#39;t work out...lol I give it a few more days.,19:41:53,Twitter,64198582.0,552525,OptionWins
06-10-2016,John,TWTR,$TWTR picked up 5 $19 calls expiring tomorrow. Yes it&#39;s gambling but small chips just for funsys. Dontwant to be left out if gaps to 29 ah:),19:41:18,Twitter,64198502.0,427474,normichtrader
06-10-2016,Clark Joseph Kent,GOOG,Google Passes On Twitter? Good. $GOOG $GOOGL $TWTR @google @twitter http://bit.ly/2di5YYD http://bit.ly/TTSTWTR,19:41:03,Alphabet Inc. Class C,64198463.0,257806,JorelLaraKalel
06-10-2016,Clark Joseph Kent,TWTR,Google Passes On Twitter? Good. $GOOG $GOOGL $TWTR @google @twitter http://bit.ly/2di5YYD http://bit.ly/TTSTWTR,19:41:03,Twitter,64198463.0,257806,JorelLaraKalel
06-10-2016,Clark Joseph Kent,GOOGL,Google Passes On Twitter? Good. $GOOG $GOOGL $TWTR @google @twitter http://bit.ly/2di5YYD http://bit.ly/TTSTWTR,19:41:03,Alphabet Inc. Class A,64198463.0,257806,JorelLaraKalel
06-10-2016,B. D.,TWTR,@JeanLuq $TWTR makes 0 progress since IPO except putting more and more ads on me....,19:40:27,Twitter,64198377.0,813540,bsd48
06-10-2016,js,TWTR,$TWTR No news tonight and this opens at $16!,19:40:27,Twitter,64198375.0,666549,js4
06-10-2016,OptionWins,TWTR,$TWTR more bears on board please. I like to see they get squeeze in the next few days...lol,19:39:16,Twitter,64198191.0,552525,OptionWins
06-10-2016,dsPV4L,TWTR,$TWTR this couldn&#39;t be more accurate. Twtr will figure out how to monetize it&#39;s userbase. Live streaming will prove lucrative.,19:38:50,Twitter,64198127.0,517274,dsPV4L
06-10-2016,$PPLT Platinum Vs Gold Spread,AMZN,$AMZN Valuation: $400 Billion - Revenue: $120 Billion --- $WMT Valuation: $215 Billion - Revenue: $500 Billion,19:44:14,Amazon.com Inc.,64198906.0,788610,Pawn_of_Soros
06-10-2016,$PPLT Platinum Vs Gold Spread,WMT,$AMZN Valuation: $400 Billion - Revenue: $120 Billion --- $WMT Valuation: $215 Billion - Revenue: $500 Billion,19:44:14,Walmart Stores Inc.,64198906.0,788610,Pawn_of_Soros
06-10-2016,B. D.,AMZN,@JeanLuq 🙄yeah I agree $FB not worth that much.. but bubble everywhere. $FB seems safer than $AMZN imo,19:43:44,Amazon.com Inc.,64198847.0,813540,bsd48
06-10-2016,B. D.,FB,@JeanLuq 🙄yeah I agree $FB not worth that much.. but bubble everywhere. $FB seems safer than $AMZN imo,19:43:44,Facebook,64198847.0,813540,bsd48
06-10-2016,Finzine,AMZN,$AMZN Amazon Looms Quietly in Digital Ad Landscape http://www.wsj.com/articles/amazon-looms-quietly-in-digital-ad-landscape-1475782113,19:40:53,Amazon.com Inc.,64198433.0,839813,finzine
06-10-2016,Jon Alexander,AMZN,$AMZN rumor mill...ecom app curr under develop in San Jose 2 rival Amazon/Alibaba biz models,19:40:10,Amazon.com Inc.,64198331.0,855065,CodeMercury
06-10-2016,Clark Joseph Kent,AMZN,Target Might As Well Be Selling Amazon Prime In Its Stores $TGT $AMZN @target @amazon http://bit.ly/2dVXPxU http://amzn.to/2cVo4Uh,19:39:21,Amazon.com Inc.,64198203.0,257806,JorelLaraKalel
06-10-2016,Clark Joseph Kent,TGT,Target Might As Well Be Selling Amazon Prime In Its Stores $TGT $AMZN @target @amazon http://bit.ly/2dVXPxU http://amzn.to/2cVo4Uh,19:39:21,Target Corp.,64198203.0,257806,JorelLaraKalel
06-10-2016,Brian Monte76,AMZN,$AMZN what is this red?  We don&#39;t do red! Red does not exist in this dojo!,19:25:49,Amazon.com Inc.,64196252.0,518166,bmonte76
06-10-2016,Miller-Rockefeller,SPX,"Lackluster report that causes a flood of buying, because no rates raise, but good enough 4 dems to brag. $QQQ $SPY $SPX $AAPL $AMZN",19:25:26,S&P 500 Index,64196200.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,AAPL,"Lackluster report that causes a flood of buying, because no rates raise, but good enough 4 dems to brag. $QQQ $SPY $SPX $AAPL $AMZN",19:25:26,Apple Inc.,64196200.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,AMZN,"Lackluster report that causes a flood of buying, because no rates raise, but good enough 4 dems to brag. $QQQ $SPY $SPX $AAPL $AMZN",19:25:26,Amazon.com Inc.,64196200.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,SPY,"Lackluster report that causes a flood of buying, because no rates raise, but good enough 4 dems to brag. $QQQ $SPY $SPX $AAPL $AMZN",19:25:26,SPDR S&P 500,64196200.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,QQQ,"Lackluster report that causes a flood of buying, because no rates raise, but good enough 4 dems to brag. $QQQ $SPY $SPX $AAPL $AMZN",19:25:26,PowerShares Nasdaq-100 QQQ,64196200.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,SPX,The bounce this morning was easy to call. $SPY $SPX $QQQ $AAPL $AMZN,19:24:35,S&P 500 Index,64196082.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,AAPL,The bounce this morning was easy to call. $SPY $SPX $QQQ $AAPL $AMZN,19:24:35,Apple Inc.,64196082.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,AMZN,The bounce this morning was easy to call. $SPY $SPX $QQQ $AAPL $AMZN,19:24:35,Amazon.com Inc.,64196082.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,SPY,The bounce this morning was easy to call. $SPY $SPX $QQQ $AAPL $AMZN,19:24:35,SPDR S&P 500,64196082.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,QQQ,The bounce this morning was easy to call. $SPY $SPX $QQQ $AAPL $AMZN,19:24:35,PowerShares Nasdaq-100 QQQ,64196082.0,588482,millerrockefeller
06-10-2016,Sam,AMZN,I may buy some $AMZN CALLS on this late afternoon dip to sell on the fresh Fri morning green 0.5% pop. gotta be quick though.,19:23:50,Amazon.com Inc.,64195972.0,37094,ninanina65
06-10-2016,STEPHEN TERENZI,AMZN,"$AMZN If it drops 20 dollars and holds, then I&#39;m bullish. If it goes to 900 too fast, then I&#39;m bearish. Honestly, right now it&#39;s scary.",19:20:47,Amazon.com Inc.,64195535.0,459845,Majorian
06-10-2016,Miller-Rockefeller,SPX,"Big boys wont let the market sell-off, they are trying to get Hillary elected. $SPY $SPX $QQQ $VXX $AMZN $AAPL $VXX $VIX",19:17:48,S&P 500 Index,64195114.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,VIX,"Big boys wont let the market sell-off, they are trying to get Hillary elected. $SPY $SPX $QQQ $VXX $AMZN $AAPL $VXX $VIX",19:17:48,CBOE Volatility Index,64195114.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,AAPL,"Big boys wont let the market sell-off, they are trying to get Hillary elected. $SPY $SPX $QQQ $VXX $AMZN $AAPL $VXX $VIX",19:17:48,Apple Inc.,64195114.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,AMZN,"Big boys wont let the market sell-off, they are trying to get Hillary elected. $SPY $SPX $QQQ $VXX $AMZN $AAPL $VXX $VIX",19:17:48,Amazon.com Inc.,64195114.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,SPY,"Big boys wont let the market sell-off, they are trying to get Hillary elected. $SPY $SPX $QQQ $VXX $AMZN $AAPL $VXX $VIX",19:17:48,SPDR S&P 500,64195114.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,VXX,"Big boys wont let the market sell-off, they are trying to get Hillary elected. $SPY $SPX $QQQ $VXX $AMZN $AAPL $VXX $VIX",19:17:48,iPath S&P 500 VIX Short-Term Futures ETN,64195114.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,QQQ,"Big boys wont let the market sell-off, they are trying to get Hillary elected. $SPY $SPX $QQQ $VXX $AMZN $AAPL $VXX $VIX",19:17:48,PowerShares Nasdaq-100 QQQ,64195114.0,588482,millerrockefeller
06-10-2016,Brian Baker,AMZN,"@matausko I would much rather own $AMZN or $GOOGL, They&#39;re a whole different class of company. no comparison. $NTDOY had it&#39;s time it&#39;s over",19:11:59,Amazon.com Inc.,64194266.0,232926,pixelslayer
06-10-2016,Brian Baker,NTDOY,"@matausko I would much rather own $AMZN or $GOOGL, They&#39;re a whole different class of company. no comparison. $NTDOY had it&#39;s time it&#39;s over",19:11:59,Nintendo Co.,64194266.0,232926,pixelslayer
06-10-2016,Brian Baker,GOOGL,"@matausko I would much rather own $AMZN or $GOOGL, They&#39;re a whole different class of company. no comparison. $NTDOY had it&#39;s time it&#39;s over",19:11:59,Alphabet Inc. Class A,64194266.0,232926,pixelslayer
06-10-2016,Finzine,AMZN,$AMZN Wal-Mart: What Will It Cost to Compete With Amazon? http://www.wsj.com/articles/wal-mart-what-will-it-cost-to-compete-with-amazon-1475780860,19:10:49,Amazon.com Inc.,64194055.0,839813,finzine
06-10-2016,Stefan Cheplick,AMZN,$AMZN vs. $WMT vs. $GOOGL getting so real in ecommerce,19:04:57,Amazon.com Inc.,64193198.0,102367,scheplick
06-10-2016,Stefan Cheplick,WMT,$AMZN vs. $WMT vs. $GOOGL getting so real in ecommerce,19:04:57,Walmart Stores Inc.,64193198.0,102367,scheplick
06-10-2016,Stefan Cheplick,GOOGL,$AMZN vs. $WMT vs. $GOOGL getting so real in ecommerce,19:04:57,Alphabet Inc. Class A,64193198.0,102367,scheplick
06-10-2016,Sam,AMZN,why are walmart $WMT online sales revenue #s so low compared to $AMZN &amp; do they even want to grab amzn customer base? how will wmt do it?LOL,18:56:28,Amazon.com Inc.,64192043.0,37094,ninanina65
06-10-2016,Sam,WMT,why are walmart $WMT online sales revenue #s so low compared to $AMZN &amp; do they even want to grab amzn customer base? how will wmt do it?LOL,18:56:28,Walmart Stores Inc.,64192043.0,37094,ninanina65
06-10-2016,Chuck McGuire,AAPL,$TWTR $AAPL $AMZN,18:56:26,Apple Inc.,64192039.0,420551,Chuck1441
06-10-2016,Chuck McGuire,AMZN,$TWTR $AAPL $AMZN,18:56:26,Amazon.com Inc.,64192039.0,420551,Chuck1441
06-10-2016,Chuck McGuire,TWTR,$TWTR $AAPL $AMZN,18:56:26,Twitter,64192039.0,420551,Chuck1441
06-10-2016,Thundersforever,AAPL,@reez007 @Newme @MomoPLLC @Velvetcrowbar @lumberjax @joeabner @PerSE @Stockcat01 We should C $FB $GOOG $AMZN $AAPL $GILD all go down,18:56:09,Apple Inc.,64192003.0,228682,Thundersforever
06-10-2016,Thundersforever,AMZN,@reez007 @Newme @MomoPLLC @Velvetcrowbar @lumberjax @joeabner @PerSE @Stockcat01 We should C $FB $GOOG $AMZN $AAPL $GILD all go down,18:56:09,Amazon.com Inc.,64192003.0,228682,Thundersforever
06-10-2016,Thundersforever,GILD,@reez007 @Newme @MomoPLLC @Velvetcrowbar @lumberjax @joeabner @PerSE @Stockcat01 We should C $FB $GOOG $AMZN $AAPL $GILD all go down,18:56:09,Gilead Sciences Inc.,64192003.0,228682,Thundersforever
06-10-2016,Thundersforever,GOOG,@reez007 @Newme @MomoPLLC @Velvetcrowbar @lumberjax @joeabner @PerSE @Stockcat01 We should C $FB $GOOG $AMZN $AAPL $GILD all go down,18:56:09,Alphabet Inc. Class C,64192003.0,228682,Thundersforever
06-10-2016,Thundersforever,FB,@reez007 @Newme @MomoPLLC @Velvetcrowbar @lumberjax @joeabner @PerSE @Stockcat01 We should C $FB $GOOG $AMZN $AAPL $GILD all go down,18:56:09,Facebook,64192003.0,228682,Thundersforever
06-10-2016,Estrdr,AMZN,$AMZN   brutal sell off in AMZN  almost down 2 full  points,18:55:24,Amazon.com Inc.,64191906.0,116603,Estrdr
06-10-2016,Gordon Gekko,AMZN,$AMZN $SPY  to short this market.,18:53:38,Amazon.com Inc.,64191673.0,544911,MrGecko
06-10-2016,Gordon Gekko,SPY,$AMZN $SPY  to short this market.,18:53:38,SPDR S&P 500,64191673.0,544911,MrGecko
06-10-2016,Mike B Kucala,AMZN,$AMZN Otherwise Go Amazon! (1000 by Feb 2017?),18:53:12,Amazon.com Inc.,64191604.0,316034,TraderEquities
06-10-2016,Mike B Kucala,AMZN,$AMZN   Nasdaq stats (US investors concerned about US NFP and its impact on next QT-Fed Hike (FOMC Meets 11-02)) http://www.marketwatch.com/investing/index/comp,18:52:42,Amazon.com Inc.,64191536.0,316034,TraderEquities
06-10-2016,Mat,AMZN,"@pixelslayer Made it&#39;s run? I suppose you&#39;d never buy $AMZN or $GOOGL, right? with NX, $NTDOY is about to make a real run. Wait for reveal",18:50:35,Amazon.com Inc.,64191261.0,816758,matausko
06-10-2016,Mat,NTDOY,"@pixelslayer Made it&#39;s run? I suppose you&#39;d never buy $AMZN or $GOOGL, right? with NX, $NTDOY is about to make a real run. Wait for reveal",18:50:35,Nintendo Co.,64191261.0,816758,matausko
06-10-2016,Mat,GOOGL,"@pixelslayer Made it&#39;s run? I suppose you&#39;d never buy $AMZN or $GOOGL, right? with NX, $NTDOY is about to make a real run. Wait for reveal",18:50:35,Alphabet Inc. Class A,64191261.0,816758,matausko
06-10-2016,Tracey Ryniec,AMZN,Union Pacific is hitting another round of new 52-week highs. Amazon is not the only hot stock. Old economy. $UNP $AMZN (I own them.),18:50:01,Amazon.com Inc.,64191189.0,114233,TraceyRyniec
06-10-2016,Tracey Ryniec,UNP,Union Pacific is hitting another round of new 52-week highs. Amazon is not the only hot stock. Old economy. $UNP $AMZN (I own them.),18:50:01,Union Pacific Corporation,64191189.0,114233,TraceyRyniec
06-10-2016,San Rensho,AAPL,$SPY looks like algos agreed to go back to center.  many stocks retracing now. $AAPL $amzn $FB,18:48:56,Apple Inc.,64191032.0,560497,Sanrensho
06-10-2016,San Rensho,AMZN,$SPY looks like algos agreed to go back to center.  many stocks retracing now. $AAPL $amzn $FB,18:48:56,Amazon.com Inc.,64191032.0,560497,Sanrensho
06-10-2016,San Rensho,SPY,$SPY looks like algos agreed to go back to center.  many stocks retracing now. $AAPL $amzn $FB,18:48:56,SPDR S&P 500,64191032.0,560497,Sanrensho
06-10-2016,San Rensho,FB,$SPY looks like algos agreed to go back to center.  many stocks retracing now. $AAPL $amzn $FB,18:48:56,Facebook,64191032.0,560497,Sanrensho
06-10-2016,Mike B Kucala,AMZN,$AMZN Deutsche bank/DOJ-$14B fine still pending,18:44:32,Amazon.com Inc.,64190441.0,316034,TraderEquities
06-10-2016,Sam,AMZN,"options, weeklies expire tomorrow. which way will da MMs move $AMZN in order to minimize premium payouts? up or down?",18:43:20,Amazon.com Inc.,64190293.0,37094,ninanina65
06-10-2016,Mike B Kucala,AMZN,$AMZN  Factor in Fed-FOmC-QT-hike risk/angst into Friday&#39;s Economic report (Otherwise Go Google/Amazon!),18:39:23,Amazon.com Inc.,64189794.0,316034,TraderEquities
06-10-2016,Mike B Kucala,AMZN,$AMZN Wall Street flat as focus shifts to jobs report (Fri NFP report @ 8:30 AM eT) http://www.streetinsider.com/Market+Check/Wall+Street+flat+as+focus+shifts+to+jobs+report/12109158.html via @Street_Insider,18:38:24,Amazon.com Inc.,64189677.0,316034,TraderEquities
06-10-2016,Jeff Grant,AMZN,$AMZN so who&#39;s going short into close?,18:35:06,Amazon.com Inc.,64189265.0,256542,Aphirmation
06-10-2016,Miller-Rockefeller,NFLX,The BO rumor share holders in $NFLX are going to get taken (for the 30th BO rumor time) like the poor retail traders in $TWTR,19:47:51,"Netflix, Inc.",64199461.0,588482,millerrockefeller
06-10-2016,Miller-Rockefeller,TWTR,The BO rumor share holders in $NFLX are going to get taken (for the 30th BO rumor time) like the poor retail traders in $TWTR,19:47:51,Twitter,64199461.0,588482,millerrockefeller
06-10-2016,Nk,TWTR,"$TWTR given the volume today and relatively tight range, lots still hopeful....sad.",19:47:51,Twitter,64199460.0,617200,r3n
06-10-2016,$$$,AUPH,"$AUPH 
This will be a beautiful thing tomorrow",19:48:02,Aurinia Pharmaceuticals Inc.,64199481.0,820721,Runningofthebull360
06-10-2016,g,AUPH,$AUPH   you know the Funds want this stock but I wonder if they will paint the close,19:48:01,Aurinia Pharmaceuticals Inc.,64199479.0,801556,gmfgmf53
06-10-2016,AnonymousInvester,AUPH,$AUPH get a link!,19:47:53,Aurinia Pharmaceuticals Inc.,64199463.0,679503,AnonymousInvester
06-10-2016,Terica,AUPH,$AUPH Aurinia Pharmaceuticals Inc Shoots Higher on Aurion Data http://investorplace.com/2016/10/auph-stock-aurinia-aurion-higher/,19:47:49,Aurinia Pharmaceuticals Inc.,64199456.0,839523,Terica1
06-10-2016,Nate Freeland,AUPH,$AUPH Shorts about to cover.. 5.25 Close,19:47:48,Aurinia Pharmaceuticals Inc.,64199452.0,535221,Rucadog44
06-10-2016,dmon,AUPH,$AUPH avg&#39;d up a bit purchasing more at 5.05. Avg cost 3.63 now. Good profit on the day after selling 50% at 5.37.,19:47:46,Aurinia Pharmaceuticals Inc.,64199447.0,825373,dMonDoesStocks
06-10-2016,Aaron,AUPH,$AUPH loves AH and PM.  Get in before it&#39;s too late.  Look at the charts📈📈📈,19:49:28,Aurinia Pharmaceuticals Inc.,64199707.0,837162,adspru
06-10-2016,Ricest,AUPH,$AUPH good news tmr!!!!! Buy in now or too late,19:49:16,Aurinia Pharmaceuticals Inc.,64199673.0,845750,ricest
06-10-2016,Aka Budfoxwallst,AUPH,$AUPH yup...,19:49:13,Aurinia Pharmaceuticals Inc.,64199669.0,693421,SirLarryWildman
06-10-2016,kylia,AUPH,$AUPH don&#39;t think shorts can win this time.... this is not going back to 4.5 :),19:49:09,Aurinia Pharmaceuticals Inc.,64199657.0,785918,kylia
06-10-2016,buylow sellhigh,AUPH,$AUPH this has been dropping since the open lol,19:49:03,Aurinia Pharmaceuticals Inc.,64199646.0,851786,buylow2
06-10-2016,Claudio Gutierrez,AUPH,$AUPH,19:48:51,Aurinia Pharmaceuticals Inc.,64199604.0,822128,kappaguy11
06-10-2016,Shahrier Mohammed,AUPH,$AUPH COMPANY LOVES AH AND PM NEWS,19:48:49,Aurinia Pharmaceuticals Inc.,64199600.0,837785,Decipher
06-10-2016,Silkysmooth,AUPH,$AUPH More news to come after hours im sure.....More than likely going to open at 6 or 7.,19:48:18,Aurinia Pharmaceuticals Inc.,64199529.0,841235,silkysmooth
06-10-2016,Leo Bone,AUPH,"$AUPH What did I say about this stock rallying right before close? Oh yeah, it likes to close strong, then go green AH and wake up green PM.",19:48:16,Aurinia Pharmaceuticals Inc.,64199523.0,831055,Profecta
06-10-2016,Steve,AUPH,$AUPH 3 minutes until IB forces SMA closes. Could see a bit of a squeeze.,19:48:13,Aurinia Pharmaceuticals Inc.,64199513.0,116860,EvlMonkey
06-10-2016,Raul,AUPH,$AUPH One Stock Punch!!,19:48:09,Aurinia Pharmaceuticals Inc.,64199499.0,287832,BullxRider
